Date,Product ID,Sale Amount,Region,Discount,Quantity,Customer Type,Sales Rep,Payment Method,Return Status,Shipping Cost
3/29/2024,P0080,367,East,36.9,4,Online,Charlie,Cash,No,10.1
3/29/2024,P0043,55,North,48.9,14,Retail,Alice,Bank Transfer,No,11.07
3/29/2024,P0027,104,East,3.4,9,Online,Alice,PayPal,No,16.93
3/29/2024,P0056,336,East,0.31,3,Wholesale,David,PayPal,No,8.35
3/29/2024,P0060,53,South,41.59,15,Online,Alice,Credit Card,No,12.06
3/29/2024,P0096,329,South,5.11,5,Online,David,Credit Card,No,5.3
3/29/2024,P0070,235,South,4.08,1,Wholesale,Alice,Cash,No,12.61
3/29/2024,P0047,155,East,45.52,11,Retail,Bob,Cash,No,6.68
3/29/2024,P0100,481,North,3.98,19,Wholesale,Bob,PayPal,No,9.23
3/29/2024,P0008,278,North,5.7,5,Wholesale,Bob,Credit Card,No,9.87
3/29/2024,P0063,22,South,28.48,17,Wholesale,Charlie,PayPal,No,6.24
3/29/2024,P0089,34,South,37.84,19,Wholesale,Alice,Bank Transfer,Yes,10.41
3/29/2024,P0007,270,East,19.98,17,Online,Bob,Cash,No,12.47
3/29/2024,P0081,137,North,21.03,5,Online,David,Cash,Yes,11.47
3/29/2024,P0094,48,North,31.63,9,Online,Bob,PayPal,No,9.21
3/29/2024,P0002,166,South,25.27,6,Online,Alice,Credit Card,No,9.42
3/29/2024,P0017,373,North,0.93,13,Retail,Bob,Credit Card,No,14.5
3/29/2024,P0004,194,South,5.68,11,Online,Alice,Bank Transfer,No,15.78
3/29/2024,P0026,183,South,29.08,1,Online,Alice,Bank Transfer,No,13.65
3/30/2024,P0078,426,West,39.68,17,Retail,Bob,Bank Transfer,No,19.64
3/30/2024,P0072,481,West,38.16,6,Wholesale,David,PayPal,No,19.17
3/30/2024,P0069,403,East,37,3,Online,Charlie,Cash,No,6.48
3/30/2024,P0005,195,South,38.56,16,Online,Alice,PayPal,No,8.92
3/30/2024,P0005,290,East,2.22,13,Wholesale,Charlie,PayPal,Yes,18.03
3/30/2024,P0091,498,West,44.76,12,Online,Bob,Credit Card,No,5.44
3/30/2024,P0069,83,North,44.46,11,Wholesale,Alice,Bank Transfer,No,13.88
3/30/2024,P0003,304,West,26.6,2,Wholesale,Alice,Cash,No,19.32
3/30/2024,P0038,25,West,12.43,19,Wholesale,Bob,Bank Transfer,No,15.18
3/30/2024,P0094,197,West,29.61,8,Online,Charlie,Bank Transfer,No,6.38
3/30/2024,P0001,421,North,27.89,13,Wholesale,David,Bank Transfer,No,16.22
3/30/2024,P0008,469,West,11.15,14,Online,Bob,Cash,No,10.65
3/30/2024,P0013,181,South,30.16,15,Retail,Bob,Credit Card,Yes,18.82
3/30/2024,P0084,195,South,39.86,17,Wholesale,David,Cash,No,9.29
3/30/2024,P0070,41,West,40.31,15,Online,David,Cash,No,12.1
3/30/2024,P0050,72,East,2.98,10,Wholesale,David,Credit Card,Yes,16.2
3/30/2024,P0008,358,East,9.86,1,Online,David,Cash,No,8.86
3/30/2024,P0030,310,North,33.41,12,Online,Bob,Cash,No,7.73
3/30/2024,P0040,318,North,42.99,9,Retail,David,PayPal,No,5.04
3/30/2024,P0079,198,South,26.06,5,Wholesale,Charlie,Cash,No,12.32
3/30/2024,P0074,315,South,35.38,15,Online,David,PayPal,No,18.93
3/30/2024,P0033,420,West,1.05,3,Retail,Alice,PayPal,No,9.22
3/30/2024,P0073,35,East,30.42,19,Online,Alice,PayPal,No,5.65
3/30/2024,P0052,396,South,48.1,7,Online,David,Bank Transfer,No,14.31
3/31/2024,P0033,355,East,33.05,7,Retail,Bob,Credit Card,No,5.84
3/31/2024,P0073,48,North,46.11,7,Wholesale,Bob,Bank Transfer,No,12.6
3/31/2024,P0078,202,North,28.3,2,Retail,Charlie,Credit Card,No,10.72
3/31/2024,P0096,172,West,42.17,2,Wholesale,Bob,Cash,No,12.13
3/31/2024,P0037,62,West,6.21,12,Online,Charlie,PayPal,Yes,7.44
3/31/2024,P0070,484,South,6.18,5,Online,Charlie,Bank Transfer,No,6.35
3/31/2024,P0069,183,East,6.01,4,Retail,Charlie,Cash,No,16.23
3/31/2024,P0004,205,South,24.44,7,Retail,David,Bank Transfer,No,8.69
3/31/2024,P0060,220,South,16.51,16,Retail,Bob,Cash,No,17.01
3/31/2024,P0080,287,East,35.96,3,Online,Alice,Bank Transfer,No,16.38
3/31/2024,P0074,197,South,45.13,2,Wholesale,Charlie,Cash,No,7.98
3/31/2024,P0031,399,West,30.97,17,Retail,Alice,Cash,No,18.62
3/31/2024,P0095,317,East,10.66,9,Wholesale,Charlie,Bank Transfer,No,7.42
3/31/2024,P0014,466,East,46.54,8,Retail,Bob,Cash,No,16.96
3/31/2024,P0077,340,South,26.39,12,Retail,David,PayPal,No,11.31
3/31/2024,P0060,223,East,36,7,Retail,Charlie,PayPal,No,7.75
3/31/2024,P0068,338,West,44.53,14,Retail,Charlie,PayPal,No,19.07
3/31/2024,P0026,38,West,49.49,16,Online,Alice,PayPal,No,19.45
3/31/2024,P0024,180,North,25.3,1,Online,David,Credit Card,No,12.67
3/31/2024,P0056,131,North,40.4,10,Retail,Bob,Bank Transfer,No,12.04
3/31/2024,P0009,467,North,28.34,11,Online,Charlie,PayPal,No,18.51
3/31/2024,P0035,427,North,24.32,7,Online,Bob,PayPal,No,13.94
3/31/2024,P0079,168,South,26.89,18,Online,David,PayPal,No,8.99
3/31/2024,P0024,95,North,24.21,19,Online,Alice,Credit Card,No,11.38
4/1/2024,P0031,311,North,21.05,14,Wholesale,David,Bank Transfer,No,17.54
4/1/2024,P0083,13,North,36.19,17,Wholesale,David,Cash,No,17.89
4/1/2024,P0066,11,North,12.48,19,Online,David,Credit Card,No,19.09
4/1/2024,P0066,142,South,30.82,13,Wholesale,David,PayPal,Yes,9.32
4/1/2024,P0041,311,North,35.65,3,Retail,Bob,PayPal,No,15.2
4/1/2024,P0036,88,East,44.6,2,Wholesale,Bob,Credit Card,No,6.03
4/1/2024,P0034,156,West,16.59,9,Retail,Alice,Bank Transfer,No,15.89
4/1/2024,P0039,175,East,43.03,7,Wholesale,Charlie,Bank Transfer,No,13.45
4/1/2024,P0083,324,South,47.26,14,Wholesale,Charlie,Cash,No,8.75
4/1/2024,P0023,472,South,32.43,5,Retail,David,Credit Card,No,14.82
4/1/2024,P0080,247,South,38.57,15,Retail,David,Bank Transfer,Yes,7.03
4/1/2024,P0044,337,West,20.29,1,Online,Bob,Credit Card,No,10.01
4/1/2024,P0070,285,North,47.61,7,Wholesale,Charlie,Bank Transfer,No,11.01
4/1/2024,P0058,213,South,33.54,5,Retail,Alice,Bank Transfer,No,16.66
4/1/2024,P0059,461,North,15.51,4,Online,David,PayPal,No,9.63
4/1/2024,P0026,62,South,20.21,11,Retail,Bob,Bank Transfer,No,5.74
4/1/2024,P0022,495,West,30.89,19,Online,David,Bank Transfer,No,7.71
4/1/2024,P0088,116,East,11.71,6,Online,David,Credit Card,No,14.12
4/1/2024,P0040,64,East,37.7,18,Retail,Bob,Bank Transfer,No,5.23
4/1/2024,P0085,255,West,11.23,5,Retail,Charlie,Bank Transfer,Yes,16.88
4/1/2024,P0094,432,North,29.59,15,Wholesale,Charlie,Credit Card,No,18.52
4/1/2024,P0011,386,South,34.85,6,Wholesale,David,Bank Transfer,No,12.43
4/1/2024,P0009,173,East,42.99,4,Online,Charlie,Credit Card,No,15.61
4/1/2024,P0012,451,West,36.7,17,Retail,Bob,Credit Card,No,11.94
4/2/2024,P0026,24,North,39.94,15,Wholesale,Charlie,Credit Card,No,9.63
4/2/2024,P0038,10,East,45.65,18,Online,David,Credit Card,No,7.47
4/2/2024,P0003,360,West,29.89,6,Wholesale,David,PayPal,Yes,12.77
4/2/2024,P0097,146,South,42.31,19,Online,Bob,PayPal,No,18.95
4/2/2024,P0015,160,West,11.59,12,Wholesale,David,PayPal,No,18.35
4/2/2024,P0047,189,North,40.74,9,Retail,Charlie,PayPal,No,18.79
4/2/2024,P0005,419,East,11.08,8,Online,Bob,Credit Card,No,19.5
4/2/2024,P0054,241,South,46.73,15,Online,David,Credit Card,No,7.48
4/2/2024,P0024,496,North,16.5,1,Wholesale,Bob,Credit Card,No,7.2
4/2/2024,P0011,197,West,8.59,2,Wholesale,Bob,Credit Card,No,11.42
4/2/2024,P0033,27,East,7.41,3,Wholesale,Charlie,PayPal,Yes,15.34
4/2/2024,P0087,234,East,9.36,19,Retail,Charlie,Bank Transfer,No,11.6
4/2/2024,P0074,114,North,22.38,10,Wholesale,Alice,PayPal,No,18.39
4/2/2024,P0057,496,South,26.11,14,Wholesale,Bob,Credit Card,No,15.76
4/2/2024,P0052,215,North,45.69,19,Retail,Charlie,Credit Card,No,14.51
4/2/2024,P0064,195,East,19.05,11,Wholesale,David,Bank Transfer,No,6.07
4/2/2024,P0043,74,East,10.87,6,Retail,Alice,Credit Card,No,7.63
4/2/2024,P0092,342,East,37.19,19,Retail,Alice,Bank Transfer,No,11.42
4/2/2024,P0081,381,South,6.73,14,Wholesale,David,Credit Card,Yes,19.65
4/2/2024,P0044,216,East,44.61,8,Retail,Charlie,Bank Transfer,No,10.02
4/2/2024,P0090,238,East,20.47,2,Wholesale,Bob,Cash,No,14.45
4/2/2024,P0089,78,North,30.69,18,Retail,Alice,Cash,No,19.83
4/2/2024,P0036,151,East,9.31,4,Online,David,Cash,No,8.96
4/2/2024,P0012,215,West,7.28,3,Wholesale,David,Cash,No,7.5
4/3/2024,P0056,183,North,39.94,2,Online,David,Credit Card,No,13.19
4/3/2024,P0003,206,East,21.49,4,Online,David,Credit Card,No,13.28
4/3/2024,P0050,340,North,49.34,18,Online,Alice,Credit Card,No,18.83
4/3/2024,P0029,425,North,26.21,11,Online,Bob,Cash,Yes,5.4
4/3/2024,P0088,316,West,42.28,9,Wholesale,Charlie,Bank Transfer,No,11.11
4/3/2024,P0083,206,North,49,8,Retail,David,Bank Transfer,No,9.69
4/3/2024,P0077,237,North,14.06,8,Wholesale,David,Cash,No,13.57
4/3/2024,P0016,280,South,40.04,5,Wholesale,Bob,Credit Card,No,5.14
4/3/2024,P0040,446,East,1.1,13,Retail,Bob,Cash,No,15.67
4/3/2024,P0027,208,South,33.99,7,Online,Charlie,PayPal,No,12.27
4/3/2024,P0070,334,East,37.26,5,Retail,Alice,Bank Transfer,No,15.51
4/3/2024,P0042,487,North,23.87,13,Online,Bob,Cash,No,11.72
4/3/2024,P0057,24,East,8.11,16,Wholesale,Alice,Cash,No,12.11
4/3/2024,P0010,295,North,30.84,14,Retail,Alice,Cash,No,18.43
4/3/2024,P0038,343,East,44.88,5,Retail,David,Cash,No,8.16
4/3/2024,P0008,417,North,46.57,19,Online,Alice,Credit Card,No,8.26
4/3/2024,P0018,225,East,37.31,4,Retail,David,Bank Transfer,No,13.39
4/3/2024,P0096,44,East,13.19,11,Wholesale,David,PayPal,Yes,14.9
4/3/2024,P0017,78,East,43.52,2,Retail,Charlie,Credit Card,No,10.32
4/3/2024,P0058,405,North,44.44,13,Retail,Alice,Cash,No,12.79
4/3/2024,P0066,221,East,18.36,16,Wholesale,Bob,Cash,No,8.42
4/3/2024,P0044,55,North,9.15,9,Online,Bob,Cash,No,7.04
4/3/2024,P0084,391,South,43.73,16,Retail,Bob,Cash,No,8.57
4/3/2024,P0074,462,East,44.25,7,Online,Charlie,Bank Transfer,No,18.75
4/4/2024,P0009,257,West,5.05,16,Retail,David,Cash,Yes,17.03
4/4/2024,P0048,429,West,48.35,13,Wholesale,David,PayPal,No,7.1
4/4/2024,P0039,94,North,26.65,5,Online,Bob,Credit Card,No,5.7
4/4/2024,P0089,57,West,49.69,15,Retail,David,Bank Transfer,No,6.4
4/4/2024,P0089,240,North,22.25,7,Online,David,Cash,No,9.4
4/4/2024,P0088,76,North,26.66,18,Retail,Charlie,PayPal,No,17.17
4/4/2024,P0006,486,West,13.3,2,Wholesale,Alice,Credit Card,Yes,9.82
4/4/2024,P0030,447,West,44.95,8,Wholesale,Alice,Credit Card,No,7.78
4/4/2024,P0074,98,South,22.19,10,Retail,Charlie,Bank Transfer,No,10.94
4/4/2024,P0095,228,North,40.73,10,Retail,Charlie,Credit Card,No,6.86
4/4/2024,P0018,429,West,3.99,11,Online,David,Cash,No,12.05
4/4/2024,P0043,61,South,39.41,8,Retail,Charlie,Cash,No,15.13
4/4/2024,P0033,31,South,24.51,16,Online,David,PayPal,No,10.53
4/4/2024,P0053,431,North,0.27,16,Retail,Alice,PayPal,Yes,7.6
4/4/2024,P0056,108,East,11.31,17,Wholesale,Charlie,Credit Card,No,11.8
4/4/2024,P0019,455,West,9.69,6,Online,David,Bank Transfer,Yes,16.44
4/4/2024,P0087,458,West,37.59,18,Online,Alice,Cash,No,6.15
4/4/2024,P0069,140,West,23.86,17,Wholesale,Alice,Credit Card,Yes,6.06
4/4/2024,P0026,97,West,7.99,12,Online,Bob,Bank Transfer,No,9.77
4/4/2024,P0029,145,West,12.84,15,Wholesale,Alice,Credit Card,No,11.23
4/4/2024,P0024,383,West,25.2,7,Wholesale,Charlie,Bank Transfer,No,8.25
4/4/2024,P0006,48,South,0.98,14,Wholesale,Charlie,PayPal,Yes,5.4
4/4/2024,P0054,27,North,21.21,4,Retail,David,Cash,No,8.29
4/4/2024,P0039,114,South,33.9,17,Wholesale,Charlie,PayPal,No,11.53
4/5/2024,P0004,396,West,25.89,11,Online,Alice,Cash,No,6.19
4/5/2024,P0058,155,North,29.9,6,Retail,David,Bank Transfer,No,15.74
4/5/2024,P0048,345,West,16.33,10,Wholesale,Alice,Bank Transfer,No,13.28
4/5/2024,P0060,233,North,9.15,15,Wholesale,Bob,Credit Card,No,11.52
4/5/2024,P0026,126,South,40.49,6,Wholesale,David,Bank Transfer,No,12.78
4/5/2024,P0079,10,North,45.28,16,Online,Bob,Bank Transfer,No,14.84
4/5/2024,P0077,126,South,25.54,12,Retail,David,Credit Card,No,19.92
4/5/2024,P0040,393,West,15.25,19,Retail,Charlie,Credit Card,No,16.63
4/5/2024,P0086,35,North,25.56,16,Retail,Alice,Cash,No,13.11
4/5/2024,P0077,445,East,43.95,14,Online,David,Bank Transfer,No,16.56
4/5/2024,P0056,21,East,34.57,6,Wholesale,Charlie,Credit Card,No,12.13
4/5/2024,P0039,303,South,42.93,9,Retail,Charlie,Cash,No,9.66
4/5/2024,P0081,350,South,16.42,1,Wholesale,Charlie,Cash,Yes,8.93
4/5/2024,P0100,178,South,35.6,8,Online,Bob,PayPal,No,10.99
4/5/2024,P0039,62,South,32.65,7,Retail,Charlie,Credit Card,No,5.03
4/5/2024,P0048,278,West,28.58,14,Online,David,PayPal,No,7.65
4/5/2024,P0025,257,East,26.41,8,Retail,Bob,Cash,No,6.9
4/5/2024,P0034,137,South,27.55,11,Retail,Alice,Bank Transfer,No,19.41
4/5/2024,P0021,85,North,42.48,9,Wholesale,Charlie,Credit Card,No,5.97
4/5/2024,P0025,278,North,45.8,19,Online,David,Credit Card,No,12.51
4/5/2024,P0089,155,West,5.64,7,Retail,David,Cash,No,18.8
4/5/2024,P0022,412,South,28.44,6,Retail,Bob,Credit Card,No,14.11
4/5/2024,P0023,412,North,45.92,18,Online,Alice,Cash,No,12.43
4/5/2024,P0025,463,South,6.74,5,Wholesale,Bob,Credit Card,No,16.14
4/6/2024,P0078,57,North,20.64,19,Online,Charlie,Credit Card,No,10.3
4/6/2024,P0078,208,West,4.45,11,Retail,Alice,Bank Transfer,No,7.91
4/6/2024,P0026,80,North,5.67,5,Online,Alice,Cash,No,17.71
4/6/2024,P0030,421,South,45.21,9,Wholesale,Alice,PayPal,No,5.85
4/6/2024,P0090,101,South,22.31,8,Wholesale,Bob,Bank Transfer,No,17.12
4/6/2024,P0038,412,West,34.44,11,Wholesale,David,Cash,No,6.55
4/6/2024,P0086,473,East,6.95,6,Wholesale,Bob,Credit Card,No,14.38
4/6/2024,P0034,218,South,1.1,15,Wholesale,David,Cash,No,12.16
4/6/2024,P0089,351,East,44.52,6,Wholesale,Bob,Cash,No,19.98
4/6/2024,P0100,348,South,28.73,11,Wholesale,David,Bank Transfer,No,10.82
4/6/2024,P0077,57,West,1,15,Retail,David,Cash,Yes,19.36
4/6/2024,P0093,38,North,49.62,12,Online,Alice,Credit Card,No,11.06
4/6/2024,P0073,185,East,24.61,9,Wholesale,David,PayPal,No,15.23
4/6/2024,P0015,28,North,23.79,10,Online,Charlie,PayPal,No,14.65
4/6/2024,P0095,364,West,31.05,15,Online,Charlie,Credit Card,No,6.3
4/6/2024,P0044,56,West,0.4,17,Retail,David,PayPal,No,16.15
4/6/2024,P0091,354,West,28.46,16,Online,David,Bank Transfer,No,8.13
4/6/2024,P0095,69,South,31.47,8,Online,David,Cash,No,10.83
4/6/2024,P0010,185,South,14.85,17,Wholesale,David,Cash,No,16.73
4/6/2024,P0037,264,South,36.34,11,Wholesale,Alice,PayPal,No,19.16
4/6/2024,P0007,413,South,18.87,11,Online,Charlie,PayPal,No,13.4
4/6/2024,P0032,238,East,35.89,6,Wholesale,Alice,PayPal,No,12.79
4/6/2024,P0011,156,West,7.19,2,Retail,Charlie,Bank Transfer,Yes,12.57
4/6/2024,P0048,307,East,45.68,1,Online,David,Cash,No,17.25
4/7/2024,P0092,342,South,43.97,6,Online,Charlie,Cash,No,19.9
4/7/2024,P0068,248,North,7.53,5,Retail,Charlie,Credit Card,No,14.5
4/7/2024,P0048,341,East,46.92,9,Retail,Bob,Credit Card,No,10.68
4/7/2024,P0045,442,North,27.89,5,Retail,Bob,Bank Transfer,No,8.28
4/7/2024,P0095,408,South,35.08,18,Retail,David,Cash,No,7.98
4/7/2024,P0093,197,East,42.01,19,Online,Alice,Cash,Yes,17.84
4/7/2024,P0033,333,East,4.18,15,Wholesale,Bob,Credit Card,No,19.89
4/7/2024,P0004,344,East,8.46,15,Wholesale,David,Credit Card,No,15.47
4/7/2024,P0047,218,North,14.52,9,Wholesale,Alice,Cash,No,19.34
4/7/2024,P0090,420,South,23.86,14,Wholesale,Bob,Bank Transfer,No,10.25
4/7/2024,P0053,84,West,17.3,5,Retail,Charlie,PayPal,No,14.41
4/7/2024,P0031,192,West,25.29,17,Wholesale,Bob,Bank Transfer,No,12.68
4/7/2024,P0031,96,South,9.3,15,Wholesale,David,Cash,No,12.23
4/7/2024,P0027,280,East,34.11,17,Online,Bob,PayPal,Yes,14.49
4/7/2024,P0089,189,West,2.79,9,Online,Bob,Bank Transfer,No,9.66
4/7/2024,P0048,424,East,18.07,13,Wholesale,Alice,Bank Transfer,No,14.61
4/7/2024,P0036,254,South,8.95,13,Retail,Alice,Cash,Yes,15.09
4/7/2024,P0049,355,North,36.5,5,Wholesale,Charlie,Credit Card,No,17.54
4/7/2024,P0031,16,East,44.18,14,Retail,David,Bank Transfer,No,15.96
4/7/2024,P0044,278,North,3.94,7,Online,Charlie,Bank Transfer,No,9.8
4/7/2024,P0059,447,North,39.25,5,Retail,Charlie,Credit Card,No,11.76
4/7/2024,P0023,22,South,44.79,12,Wholesale,Bob,Bank Transfer,No,6.81
4/7/2024,P0099,413,South,48.7,3,Online,Charlie,Bank Transfer,No,8.86
4/7/2024,P0068,235,North,28.97,9,Wholesale,Alice,Credit Card,No,12.81
4/8/2024,P0092,275,North,16.37,10,Wholesale,Charlie,Cash,No,6.51
4/8/2024,P0042,251,West,16.1,1,Retail,David,Cash,No,13.56
4/8/2024,P0042,389,West,18.95,14,Wholesale,Charlie,Cash,No,10.85
4/8/2024,P0013,189,South,30.63,1,Wholesale,David,PayPal,No,5.52
4/8/2024,P0001,430,East,24.51,10,Online,David,Cash,No,11.52
4/8/2024,P0076,189,North,32.68,11,Retail,Charlie,PayPal,No,9.22
4/8/2024,P0053,135,East,1.97,2,Retail,Charlie,PayPal,No,6
4/8/2024,P0040,292,North,5.29,2,Online,Charlie,PayPal,No,9.4
4/8/2024,P0090,427,South,48.83,11,Online,David,Credit Card,No,9.41
4/8/2024,P0046,365,East,49.77,8,Retail,Alice,PayPal,No,10.33
4/8/2024,P0087,199,South,37.33,3,Online,Bob,PayPal,No,10.5
4/8/2024,P0022,25,North,12.82,9,Retail,Charlie,Credit Card,No,11.45
4/8/2024,P0052,324,South,47.67,16,Online,Bob,Bank Transfer,No,6.38
4/8/2024,P0028,30,East,10.69,16,Retail,Charlie,Bank Transfer,No,5.08
4/8/2024,P0053,25,West,36.57,10,Retail,David,PayPal,No,16.04
4/8/2024,P0063,474,South,5.76,6,Online,David,Cash,No,10.06
4/8/2024,P0017,472,East,32.45,11,Wholesale,Bob,Bank Transfer,No,14.2
4/8/2024,P0064,278,South,37.98,8,Wholesale,Alice,Cash,No,9.61
4/8/2024,P0006,42,South,42.98,1,Online,David,Credit Card,No,19.76
4/8/2024,P0014,191,West,36.72,6,Retail,Bob,Bank Transfer,No,9.73
4/8/2024,P0017,78,East,46.17,8,Online,David,Credit Card,No,14.08
4/8/2024,P0038,420,East,26.05,14,Wholesale,Charlie,PayPal,No,8.3
4/8/2024,P0069,61,East,33.87,3,Retail,Bob,Bank Transfer,No,12.77
4/8/2024,P0013,74,North,18.48,2,Retail,Bob,PayPal,No,13.69
4/9/2024,P0053,309,South,0.52,1,Retail,Charlie,PayPal,No,7.74
4/9/2024,P0009,423,West,37.83,11,Wholesale,Bob,Credit Card,No,6.85
4/9/2024,P0044,416,East,43.49,6,Wholesale,Charlie,Bank Transfer,No,19.6
4/9/2024,P0026,344,West,8.7,8,Retail,Alice,Bank Transfer,No,18.4
4/9/2024,P0077,237,North,1.43,7,Retail,Charlie,Bank Transfer,No,14.9
4/9/2024,P0019,476,North,8.23,6,Wholesale,Alice,PayPal,No,17.92
4/9/2024,P0048,231,West,44.76,18,Wholesale,Bob,Bank Transfer,No,6.43
4/9/2024,P0081,281,East,14.78,12,Retail,Charlie,Cash,No,15.94
4/9/2024,P0080,448,West,11.69,8,Online,Bob,Cash,No,9.28
4/9/2024,P0030,27,East,0.73,19,Online,Alice,PayPal,Yes,13.09
4/9/2024,P0032,227,East,14.85,5,Online,David,Credit Card,No,16.47
4/9/2024,P0078,282,North,35.78,19,Wholesale,David,Cash,No,5.5
4/9/2024,P0079,468,West,47.95,9,Online,David,Credit Card,No,15.42
4/9/2024,P0076,317,North,15.64,12,Online,David,Bank Transfer,No,11.52
4/9/2024,P0075,182,South,12.03,15,Wholesale,David,Cash,No,11.6
4/9/2024,P0069,65,North,44.4,13,Online,Alice,PayPal,No,18.61
4/9/2024,P0011,358,East,42.63,13,Retail,David,PayPal,No,17.9
4/9/2024,P0098,447,West,16.41,5,Wholesale,David,Credit Card,No,5.86
4/9/2024,P0083,18,South,3.44,2,Retail,Bob,PayPal,No,14.27
4/9/2024,P0026,410,South,49.6,19,Online,Charlie,Credit Card,No,11.54
4/9/2024,P0026,292,South,34.04,8,Retail,Charlie,Credit Card,No,6.77
4/9/2024,P0017,302,South,46.33,14,Wholesale,Charlie,Cash,No,17.77
4/9/2024,P0095,31,West,17.09,6,Online,Charlie,Cash,No,6.07
4/9/2024,P0083,81,East,32.38,7,Wholesale,Alice,PayPal,Yes,5.48
4/10/2024,P0044,460,South,33.72,14,Online,Charlie,Credit Card,Yes,7.96
4/10/2024,P0084,431,East,43.65,6,Wholesale,Bob,Cash,No,9.55
4/10/2024,P0023,364,North,49.65,16,Wholesale,Alice,Bank Transfer,No,5.91
4/10/2024,P0025,489,East,5.43,4,Retail,David,PayPal,No,14.62
4/10/2024,P0092,337,South,31.56,7,Wholesale,Bob,PayPal,No,11.56
4/10/2024,P0037,181,North,16.82,16,Wholesale,Bob,Bank Transfer,No,11.18
4/10/2024,P0076,132,North,40.58,4,Retail,David,Bank Transfer,No,7.18
4/10/2024,P0065,100,North,37.71,7,Online,David,Bank Transfer,No,11.57
4/10/2024,P0002,233,South,44.63,2,Online,Bob,Cash,Yes,10.85
4/10/2024,P0074,301,East,17.19,8,Wholesale,Alice,Bank Transfer,No,10.75
4/10/2024,P0098,363,West,9.23,10,Retail,David,PayPal,No,8.28
4/10/2024,P0032,261,East,1.09,2,Online,Charlie,Cash,No,6.42
4/10/2024,P0089,418,South,12.78,6,Retail,Bob,Credit Card,No,8.91
4/10/2024,P0074,488,South,18.36,4,Wholesale,Bob,Bank Transfer,No,15.01
4/10/2024,P0055,307,North,47.3,1,Retail,David,PayPal,No,6.09
4/10/2024,P0050,376,East,24.57,6,Wholesale,David,Bank Transfer,No,10.73
4/10/2024,P0065,265,South,27.82,12,Online,Charlie,Credit Card,No,12.72
4/10/2024,P0032,22,South,44.01,14,Online,Charlie,Cash,No,19.45
4/10/2024,P0037,449,West,44.25,15,Online,Charlie,Credit Card,No,17.66
4/10/2024,P0076,344,East,26.4,18,Online,Charlie,Cash,No,18.75
4/10/2024,P0082,127,North,5.69,17,Retail,Bob,PayPal,No,17.3
4/10/2024,P0094,444,North,13.53,9,Retail,David,PayPal,No,13.84
4/10/2024,P0013,187,North,22.84,15,Retail,Alice,PayPal,No,17.91
4/10/2024,P0054,470,East,37.56,18,Wholesale,David,Credit Card,No,13.48
4/11/2024,P0003,317,South,35.58,18,Online,David,Bank Transfer,No,10.37
4/11/2024,P0085,170,South,32.14,5,Online,Charlie,Bank Transfer,No,10.59
4/11/2024,P0042,104,West,44.01,16,Online,Charlie,Credit Card,No,13.48
4/11/2024,P0078,418,West,40.13,9,Retail,Bob,Bank Transfer,No,17.14
4/11/2024,P0040,377,South,49.11,3,Retail,Charlie,Credit Card,No,7
4/11/2024,P0074,323,South,44.46,12,Online,Bob,Bank Transfer,Yes,5.59
4/11/2024,P0066,177,East,9.78,14,Wholesale,David,Cash,No,16.84
4/11/2024,P0060,96,West,2.88,1,Retail,David,PayPal,No,14.71
4/11/2024,P0011,431,North,20.73,9,Online,David,Bank Transfer,No,17.32
4/11/2024,P0001,12,North,30.88,9,Online,Bob,Credit Card,No,19.65
4/11/2024,P0026,381,North,32.16,13,Online,Bob,Cash,No,8.77
4/11/2024,P0042,25,North,13.38,8,Wholesale,Bob,Bank Transfer,No,7.91
4/11/2024,P0062,139,South,42.99,11,Online,Charlie,Bank Transfer,No,10.11
4/11/2024,P0061,32,South,16.46,14,Retail,Alice,Credit Card,No,18.17
4/11/2024,P0077,107,East,45.96,16,Wholesale,Charlie,Cash,No,5.21
4/11/2024,P0092,167,North,23.58,11,Wholesale,Alice,PayPal,No,5.16
4/11/2024,P0100,248,South,0.52,19,Online,Charlie,Credit Card,No,8.25
4/11/2024,P0085,19,South,8.1,10,Retail,David,Bank Transfer,No,10.64
4/11/2024,P0062,330,South,5.12,8,Retail,Bob,PayPal,Yes,9.54
4/11/2024,P0074,31,North,2.2,11,Online,Charlie,Bank Transfer,Yes,17.37
4/11/2024,P0012,317,South,35.7,8,Online,Bob,Credit Card,No,15.35
4/11/2024,P0027,376,West,9.62,10,Retail,Charlie,Cash,Yes,17.57
4/11/2024,P0067,193,North,41.93,17,Wholesale,David,PayPal,No,10.76
4/11/2024,P0028,426,North,13.22,11,Wholesale,Bob,Credit Card,No,13.94
4/12/2024,P0066,226,West,1.62,12,Online,David,Credit Card,Yes,12.73
4/12/2024,P0028,223,East,41.03,10,Online,Alice,PayPal,No,12.12
4/12/2024,P0095,345,East,23.31,17,Retail,Bob,Cash,No,9.32
4/12/2024,P0021,167,North,29.98,3,Retail,Charlie,Bank Transfer,No,15.64
4/12/2024,P0007,219,North,16.81,7,Retail,Bob,PayPal,No,12.86
4/12/2024,P0095,417,North,2.3,3,Retail,Alice,Credit Card,No,6.18
4/12/2024,P0014,142,West,18.51,17,Online,Alice,PayPal,No,5.01
4/12/2024,P0039,62,South,25.91,8,Online,Charlie,PayPal,No,5.3
4/12/2024,P0073,238,West,0.58,19,Retail,David,Cash,No,6.14
